order_item_id,order_id,product_id,quantity
1,50001,118,1
2,50001,107,1
3,50001,114,1
4,50002,103,1
5,50003,114,5
6,50003,118,1
7,50003,115,1
8,50004,107,1
9,50004,116,1
10,50005,110,1
11,50005,106,1
12,50006,105,2
13,50006,116,1
14,50006,101,2
15,50007,104,3
16,50007,113,1
17,50007,119,2
18,50007,102,1
19,50008,120,2
20,50008,120,1
21,50008,117,1
22,50008,115,1
23,50009,107,2
24,50010,101,1
25,50010,120,1
26,50011,108,4
27,50012,105,3
28,50012,105,1
29,50013,115,1
30,50013,110,2
31,50013,109,1
32,50014,120,1
33,50014,103,1
34,50014,119,2
35,50015,116,1
36,50015,115,3
37,50016,116,1
38,50017,110,2
39,50017,113,3
40,50017,118,1
41,50017,103,1
42,50018,118,1
43,50019,102,1
44,50019,118,1
45,50019,110,1
46,50019,116,1
47,50020,118,1
48,50021,116,4
49,50021,110,1
50,50022,113,1
51,50022,120,1
52,50023,117,1
53,50023,101,1
54,50023,110,3
55,50024,112,1
56,50024,118,1
57,50024,111,3
58,50024,108,2
59,50025,113,5
60,50025,105,1
61,50025,102,1
62,50025,119,1
63,50026,105,1
64,50027,120,2
65,50027,103,3
66,50027,118,1
67,50028,120,1
68,50029,104,2
69,50029,104,1
70,50029,110,3
71,50029,102,1
72,50030,119,2
73,50030,106,1
74,50030,103,2
75,50030,113,2
76,50031,115,1
77,50031,101,3
78,50031,115,3
79,50032,114,2
80,50032,115,3
81,50032,107,5
82,50033,101,4
83,50033,113,1
84,50033,119,3
85,50034,108,2
86,50034,112,1
87,50034,107,2
88,50035,102,1
89,50036,111,2
90,50036,106,1
91,50036,118,3
92,50037,110,2
93,50037,111,3
94,50037,115,4
95,50037,105,2
96,50038,103,2
97,50038,101,1
98,50038,104,1
99,50039,104,2
100,50039,116,1
101,50039,118,1
102,50040,114,1
103,50040,102,4
104,50040,110,5
105,50041,119,2
106,50041,105,3
107,50041,104,3
108,50041,120,1
109,50042,112,1
110,50042,112,1
111,50043,103,2
112,50043,120,4
113,50043,102,2
114,50043,108,5
115,50044,108,1
116,50044,105,2
117,50045,106,1
118,50045,101,1
119,50045,112,2
120,50046,117,1
121,50046,103,1
122,50046,112,1
123,50046,104,1
124,50047,115,2
125,50047,101,1
126,50047,116,3
127,50048,111,2
128,50049,113,5
129,50049,117,1
130,50049,117,2
131,50050,114,1
132,50050,108,1
133,50051,112,4
134,50051,116,1
135,50051,103,1
136,50052,104,1
137,50052,114,3
138,50052,102,4
139,50053,108,3
140,50053,112,3
141,50053,112,1
142,50053,109,2
143,50054,120,4
144,50055,112,1
145,50055,105,2
146,50055,113,1
147,50056,114,1
148,50056,106,1
149,50056,111,2
150,50056,119,2
151,50057,115,2
152,50057,116,2
153,50057,114,1
154,50058,117,2
155,50058,102,1
156,50058,120,1
157,50058,107,1
158,50059,116,2
159,50060,103,1
160,50060,102,1
161,50060,115,4
162,50061,104,1
163,50061,111,1
164,50061,120,1
165,50062,119,1
166,50062,103,1
167,50062,110,2
168,50062,108,1
169,50063,112,2
170,50063,105,1
171,50063,105,1
172,50064,115,2
173,50064,119,1
174,50064,119,2
175,50064,120,1
176,50065,109,2
177,50065,112,1
178,50065,110,1
179,50066,120,2
180,50067,115,3
181,50068,115,1
182,50069,115,5
183,50069,117,1
184,50070,120,1
185,50070,111,1
186,50070,104,2
187,50071,111,1
188,50071,105,3
189,50072,110,2
190,50073,114,1
191,50074,107,1
192,50074,105,1
193,50074,110,3
194,50074,104,1
195,50075,120,1
196,50075,106,1
197,50076,114,1
198,50077,108,1
199,50077,110,4
200,50077,116,3
201,50077,107,1
202,50078,106,3
203,50078,120,1
204,50078,109,1
205,50078,116,3
206,50079,103,2
207,50079,109,1
208,50079,117,1
209,50080,114,1
210,50081,111,4
211,50082,105,2
212,50082,116,1
213,50082,101,3
214,50082,101,1
215,50083,108,1
216,50083,102,1
217,50083,120,1
218,50084,105,1
219,50084,101,2
220,50085,103,4
221,50085,118,1
222,50085,117,2
223,50086,101,1
224,50086,103,1
225,50086,104,2
226,50087,115,5
227,50087,116,2
228,50088,102,2
229,50088,102,1
230,50089,110,1
231,50089,102,3
232,50090,113,1
233,50090,106,1
234,50090,116,1
235,50090,117,1
236,50091,118,1
237,50091,104,1
238,50092,112,1
239,50092,112,2
240,50092,114,1
241,50092,102,1
242,50093,105,3
243,50094,112,1
244,50094,119,1
245,50094,105,2
246,50095,113,1
247,50095,109,1
248,50095,104,1
249,50096,115,1
250,50096,120,1
251,50096,116,1
252,50097,111,2
253,50098,106,2
254,50098,117,1
255,50099,115,3
256,50099,118,1
257,50099,103,1
258,50100,119,1
259,50100,111,2
260,50100,115,1
261,50100,117,1
262,50101,117,3
263,50101,102,3
264,50101,117,1
265,50101,106,1
266,50102,107,2
267,50102,118,1
268,50102,110,2
269,50103,120,2
270,50103,120,1
271,50104,107,2
272,50104,114,2
273,50104,101,1
274,50105,110,1
275,50105,102,1
276,50105,114,1
277,50105,107,1
278,50106,113,1
279,50106,112,1
280,50106,104,1
281,50107,113,3
282,50107,114,1
283,50107,106,3
284,50108,116,3
285,50108,116,1
286,50108,113,1
287,50108,108,1
288,50109,110,1
289,50109,104,1
290,50109,109,2
291,50109,113,1
292,50110,113,1
293,50111,105,4
294,50112,107,2
295,50112,113,1
296,50113,105,2
297,50113,117,1
298,50113,120,1
299,50113,113,5
300,50114,119,1
301,50114,101,1
302,50114,104,4
303,50114,119,1
304,50115,102,2
305,50115,106,1
306,50116,102,2
307,50116,104,1
308,50117,102,2
309,50117,117,1
310,50117,111,5
311,50117,116,1
312,50118,109,2
313,50118,107,4
314,50118,109,2
315,50119,111,1
316,50119,118,4
317,50119,109,1
318,50119,119,2
319,50120,110,1
320,50120,103,1
321,50121,118,2
322,50121,105,1
323,50121,119,1
324,50122,114,1
325,50123,114,2
326,50123,116,1
327,50124,119,1
328,50125,106,4
329,50125,102,5
330,50125,113,2
331,50125,106,4
332,50126,110,1
333,50126,118,1
334,50126,105,3
335,50127,109,2
336,50127,101,2
337,50127,110,2
338,50127,107,1
339,50128,104,1
340,50128,105,1
341,50128,108,1
342,50128,113,1
343,50129,109,2
344,50130,117,4
345,50130,110,2
346,50130,110,1
347,50130,108,1
348,50131,118,3
349,50131,118,3
350,50131,107,2
351,50131,120,3
352,50132,102,3
353,50133,104,2
354,50133,119,1
355,50133,117,1
356,50133,102,1
357,50134,101,1
358,50134,101,2
359,50134,119,1
360,50135,116,1
361,50136,112,5
362,50136,113,1
363,50136,113,1
364,50136,118,1
365,50137,101,2
366,50137,110,1
367,50138,112,1
368,50138,107,4
369,50138,104,1
370,50138,114,2
371,50139,108,2
372,50140,105,1
373,50141,108,1
374,50141,105,5
375,50141,117,1
376,50142,114,2
377,50142,102,4
378,50143,105,1
379,50143,106,2
380,50143,116,1
381,50143,108,1
382,50144,118,1
383,50144,113,1
384,50144,107,1
385,50144,103,4
386,50145,120,2
387,50145,103,1
388,50145,119,2
389,50145,118,1
390,50146,107,4
391,50146,104,2
392,50147,108,2
393,50147,110,1
394,50147,118,2
395,50147,110,1
396,50148,111,3
397,50148,112,1
398,50148,102,2
399,50148,108,2
400,50149,105,1
401,50149,108,1
402,50149,108,1
403,50150,115,1
404,50150,112,1
405,50150,118,1
406,50150,118,5
407,50151,101,1
408,50152,112,1
409,50152,120,3
410,50152,116,1
411,50152,118,2
412,50153,117,3
413,50154,117,1
414,50155,103,1
415,50155,113,1
416,50155,108,5
417,50155,108,1
418,50156,113,1
419,50156,116,1
420,50156,101,2
421,50156,103,1
422,50157,117,3
423,50158,102,4
424,50158,109,3
425,50158,119,2
426,50159,113,4
427,50159,110,1
428,50160,113,2
429,50160,105,2
430,50160,103,1
431,50161,111,1
432,50161,109,2
433,50161,115,1
434,50161,112,2
435,50162,108,2
436,50162,103,1
437,50162,113,2
438,50163,110,1
439,50164,104,1
440,50164,112,2
441,50164,120,2
442,50164,111,3
443,50165,119,1
444,50165,113,1
445,50166,114,1
446,50166,103,1
447,50166,108,2
448,50167,113,1
449,50168,110,1
450,50168,107,1
451,50169,119,2
452,50169,111,1
453,50169,113,1
454,50169,119,1
455,50170,107,1
456,50170,110,3
457,50170,103,3
458,50170,114,2
459,50171,113,1
460,50171,120,1
461,50171,113,1
462,50171,114,1
463,50172,104,2
464,50173,111,4
465,50173,114,1
466,50173,104,1
467,50173,117,2
468,50174,119,2
469,50174,105,1
470,50174,101,1
471,50174,110,1
472,50175,107,1
473,50175,112,1
474,50175,115,2
475,50175,115,1
476,50176,106,4
477,50177,115,1
478,50177,113,2
479,50177,106,2
480,50177,114,1
481,50178,107,1
482,50179,112,1
483,50179,115,1
484,50180,120,1
485,50180,104,1
486,50180,115,2
487,50180,110,3
488,50181,106,1
489,50182,106,1
490,50182,118,2
491,50182,106,2
492,50182,116,1
493,50183,116,1
494,50184,114,2
495,50184,115,1
496,50184,103,2
497,50184,108,1
498,50185,118,1
499,50185,119,1
500,50185,118,3
501,50185,112,1
502,50186,104,2
503,50186,108,1
504,50186,102,1
505,50186,112,3
506,50187,120,2
507,50187,106,2
508,50187,107,3
509,50188,110,1
510,50188,109,4
511,50188,117,5
512,50189,109,3
513,50190,113,1
514,50190,119,2
515,50191,113,1
516,50192,119,1
517,50192,103,2
518,50192,115,2
519,50193,107,1
520,50193,111,3
521,50193,111,1
522,50193,105,2
523,50194,115,1
524,50195,110,1
525,50195,109,1
526,50196,113,2
527,50197,101,1
528,50198,111,3
529,50199,104,1
530,50200,103,1
531,50200,101,2
532,50201,120,2
533,50201,107,1
534,50201,104,1
535,50201,104,2
536,50202,103,1
537,50202,120,2
538,50202,120,1
539,50203,113,1
540,50203,102,2
541,50204,117,3
542,50205,112,1
543,50205,106,2
544,50205,103,1
545,50205,103,1
546,50206,117,2
547,50206,114,2
548,50206,103,2
549,50207,105,1
550,50207,113,2
551,50208,108,1
552,50208,103,4
553,50208,104,1
554,50208,120,1
555,50209,101,1
556,50209,112,1
557,50210,104,2
558,50210,101,1
559,50210,114,1
560,50211,102,1
561,50211,119,1
562,50211,106,1
563,50212,102,3
564,50213,102,2
565,50213,114,1
566,50214,104,1
567,50214,102,1
568,50214,117,5
569,50215,111,1
570,50215,115,1
571,50215,107,1
572,50216,107,2
573,50216,118,2
574,50216,108,1
575,50216,114,1
576,50217,101,2
577,50217,113,3
578,50217,110,1
579,50218,109,1
580,50218,108,3
581,50219,119,1
582,50220,105,1
583,50220,109,3
584,50220,113,2
585,50220,111,1
586,50221,105,1
587,50222,115,1
588,50222,109,3
589,50223,107,3
590,50224,110,1
591,50225,104,1
592,50225,105,1
593,50226,103,2
594,50226,109,3
595,50226,103,1
596,50227,104,1
597,50227,115,1
598,50227,119,1
599,50228,107,3
600,50228,109,1
601,50228,105,1
602,50229,102,1
603,50229,113,1
604,50229,107,2
605,50229,117,1
606,50230,112,3
607,50230,117,1
608,50230,109,1
609,50230,111,2
610,50231,117,1
611,50231,119,5
612,50231,106,1
613,50231,108,1
614,50232,112,4
615,50232,106,1
616,50232,119,1
617,50232,112,3
618,50233,116,1
619,50233,106,1
620,50234,111,3
621,50235,102,1
622,50235,119,2
623,50235,105,2
624,50236,119,1
625,50236,110,1
626,50236,106,2
627,50236,114,2
628,50237,108,2
629,50237,106,1
630,50237,110,1
631,50238,106,2
632,50239,103,1
633,50239,111,1
634,50239,103,3
635,50240,108,2
636,50240,112,1
637,50241,114,1
638,50241,113,1
639,50242,106,1
640,50242,102,1
641,50243,106,2
642,50243,118,4
643,50243,103,1
644,50243,120,3
645,50244,106,1
646,50244,111,1
647,50244,107,1
648,50244,118,2
649,50245,113,2
650,50246,107,1
651,50246,107,1
652,50246,110,4
653,50246,116,3
654,50247,118,1
655,50248,115,1
656,50248,109,2
657,50248,105,2
658,50248,104,1
659,50249,113,3
660,50250,116,1
661,50250,113,3
662,50251,104,4
663,50251,115,1
664,50252,114,1
665,50253,103,1
666,50254,120,2
667,50255,104,2
668,50256,109,1
669,50256,116,2
670,50256,116,1
671,50256,109,1
672,50257,108,1
673,50257,116,4
674,50257,112,1
675,50258,108,1
676,50259,107,1
677,50260,117,2
678,50261,106,1
679,50262,107,1
680,50262,115,1
681,50262,104,2
682,50263,119,2
683,50263,112,1
684,50263,109,2
685,50263,103,1
686,50264,108,2
687,50264,109,2
688,50265,105,2
689,50265,120,3
690,50265,108,1
691,50265,110,2
692,50266,109,1
693,50266,110,2
694,50266,120,1
695,50266,104,1
696,50267,110,2
697,50267,116,1
698,50267,109,2
699,50268,105,1
700,50268,108,3
701,50269,110,1
702,50269,114,1
703,50269,102,2
704,50269,119,3
705,50270,112,1
706,50270,106,3
707,50270,118,1
708,50270,104,1
709,50271,103,1
710,50271,108,2
711,50271,110,1
712,50272,102,3
713,50272,119,2
714,50272,120,1
715,50272,107,1
716,50273,105,5
717,50273,111,1
718,50274,103,1
719,50274,106,1
720,50275,116,2
721,50275,103,1
722,50276,102,1
723,50277,101,2
724,50277,108,1
725,50278,103,3
726,50278,110,4
727,50279,111,5
728,50279,116,1
729,50280,108,2
730,50280,105,1
731,50281,113,3
732,50282,101,1
733,50283,107,2
734,50283,101,1
735,50284,114,3
736,50284,104,1
737,50285,109,3
738,50285,107,1
739,50286,111,1
740,50286,101,2
741,50286,104,3
742,50286,116,1
743,50287,108,1
744,50287,110,1
745,50287,102,1
746,50288,114,2
747,50288,104,3
748,50288,102,1
749,50289,103,1
750,50289,111,1
751,50289,113,1
752,50290,106,1
753,50290,102,5
754,50290,106,1
755,50290,119,1
756,50291,105,1
757,50292,101,2
758,50292,117,2
759,50292,119,2
760,50293,114,2
761,50294,101,2
762,50295,116,1
763,50296,113,3
764,50296,103,1
765,50296,119,1
766,50296,116,1
767,50297,102,2
768,50297,101,3
769,50297,120,4
770,50297,110,3
771,50298,108,3
772,50299,115,1
773,50299,108,1
774,50299,112,3
775,50300,116,1
776,50300,114,1
777,50301,107,2
778,50301,104,2
779,50301,102,4
780,50301,119,1
781,50302,101,1
782,50302,102,2
783,50302,114,3
784,50302,116,4
785,50303,104,1
786,50303,120,2
787,50304,109,1
788,50304,111,4
789,50305,118,3
790,50305,118,2
791,50305,107,1
792,50306,117,1
793,50306,111,2
794,50307,118,1
795,50307,114,3
796,50307,117,1
797,50307,113,1
798,50308,109,1
799,50308,102,2
800,50308,110,1
801,50309,118,1
802,50309,117,2
803,50310,111,4
804,50310,102,1
805,50310,109,1
806,50310,115,3
807,50311,107,1
808,50311,106,5
809,50312,114,1
810,50313,105,1
811,50313,111,2
812,50313,120,3
813,50313,110,1
814,50314,106,1
815,50314,117,1
816,50315,111,1
817,50315,107,4
818,50315,120,1
819,50316,108,3
820,50316,120,3
821,50316,108,4
822,50316,111,1
823,50317,117,3
824,50317,115,1
825,50317,110,3
826,50318,103,1
827,50319,118,3
828,50319,114,2
829,50320,103,1
830,50321,114,1
831,50321,113,1
832,50321,101,1
833,50322,103,1
834,50323,115,1
835,50323,101,1
836,50323,118,1
837,50324,110,2
838,50324,112,4
839,50325,118,1
840,50325,103,1
841,50325,112,1
842,50325,117,1
843,50326,118,1
844,50327,111,1
845,50327,108,1
846,50327,120,1
847,50327,107,1
848,50328,111,4
849,50328,106,1
850,50328,108,2
851,50329,116,1
852,50329,112,2
853,50329,116,2
854,50330,118,1
855,50330,103,2
856,50331,119,1
857,50331,102,2
858,50331,118,3
859,50331,118,1
860,50332,105,1
861,50332,117,1
862,50332,112,1
863,50333,115,1
864,50333,119,4
865,50334,102,1
866,50334,116,1
867,50334,109,1
868,50335,115,3
869,50335,102,5
870,50335,111,1
871,50335,117,2
872,50336,113,1
873,50336,103,1
874,50336,113,4
875,50336,108,1
876,50337,117,3
877,50338,106,1
878,50338,120,2
879,50339,116,1
880,50339,119,1
881,50339,114,1
882,50339,102,1
883,50340,102,1
884,50340,106,1
885,50341,103,1
886,50341,120,5
887,50341,116,1
888,50342,106,2
889,50342,111,4
890,50342,120,2
891,50343,105,2
892,50343,106,1
893,50343,120,2
894,50343,118,1
895,50344,114,1
896,50345,113,1
897,50345,119,1
898,50345,105,1
899,50345,108,3
900,50346,101,2
901,50347,114,1
902,50347,105,1
903,50347,119,1
904,50348,107,1
905,50348,118,1
906,50348,112,2
907,50348,116,1
908,50349,108,1
909,50350,118,2
910,50350,102,1
911,50350,101,3
912,50351,112,1
913,50351,102,2
914,50352,106,2
915,50353,107,1
916,50353,120,1
917,50353,108,2
918,50354,109,2
919,50355,103,1
920,50356,108,2
921,50356,107,1
922,50356,113,2
923,50357,111,4
924,50357,117,4
925,50357,118,3
926,50358,111,4
927,50358,115,2
928,50359,108,3
929,50359,114,4
930,50360,113,2
931,50361,106,4
932,50361,107,1
933,50361,107,1
934,50362,105,2
935,50362,104,4
936,50362,116,2
937,50363,116,3
938,50363,119,3
939,50363,116,1
940,50364,102,1
941,50364,114,1
942,50365,115,4
943,50365,117,1
944,50366,112,2
945,50366,109,1
946,50366,109,1
947,50367,114,2
948,50367,112,1
949,50368,104,2
950,50368,108,2
951,50369,106,1
952,50370,116,1
953,50370,118,3
954,50370,102,1
955,50371,115,2
956,50372,101,1
957,50372,112,3
958,50372,120,1
959,50373,111,2
960,50373,116,2
961,50373,115,3
962,50374,111,1
963,50374,120,2
964,50375,109,2
965,50375,113,1
966,50375,115,2
967,50376,101,1
968,50376,108,2
969,50377,103,4
970,50378,104,1
971,50379,115,2
972,50379,105,1
973,50379,106,1
974,50380,118,1
975,50380,118,1
976,50380,120,1
977,50381,112,1
978,50381,108,3
979,50381,115,1
980,50382,112,1
981,50382,118,1
982,50383,120,1
983,50383,101,1
984,50383,107,1
985,50384,113,1
986,50384,103,1
987,50384,108,1
988,50384,120,3
989,50385,107,3
990,50385,106,1
991,50385,104,2
992,50385,120,1
993,50386,106,4
994,50387,105,1
995,50388,115,2
996,50388,102,1
997,50388,105,1
998,50389,113,3
999,50389,104,4
1000,50389,108,1
1001,50390,117,2
1002,50391,102,2
1003,50391,118,1
1004,50392,104,1
1005,50392,114,1
1006,50393,102,2
1007,50394,106,1
1008,50394,120,1
1009,50395,105,1
1010,50396,107,1
1011,50396,113,1
1012,50396,105,1
1013,50396,102,1
1014,50397,118,1
1015,50397,115,1
1016,50398,110,3
1017,50398,118,1
1018,50398,101,2
1019,50398,117,1
1020,50399,111,2
1021,50399,118,3
1022,50400,111,1
1023,50400,111,1
1024,50400,117,2
1025,50401,116,1
1026,50402,102,1
1027,50402,120,2
1028,50402,101,4
1029,50403,112,2
1030,50404,117,1
1031,50404,103,3
1032,50404,103,4
1033,50405,117,2
1034,50405,119,2
1035,50406,115,2
1036,50406,114,3
1037,50406,106,2
1038,50407,112,3
1039,50407,118,5
1040,50407,111,3
1041,50407,114,2
1042,50408,113,2
1043,50408,109,1
1044,50409,120,1
1045,50409,105,5
1046,50409,110,1
1047,50410,118,1
1048,50410,119,4
1049,50410,105,1
1050,50411,108,1
1051,50411,110,1
1052,50412,106,1
1053,50412,119,3
1054,50412,104,2
1055,50412,110,1
1056,50413,114,1
1057,50413,104,3
1058,50413,108,2
1059,50414,117,1
1060,50414,118,2
1061,50414,111,1
1062,50415,120,2
1063,50415,103,1
1064,50415,110,2
1065,50415,105,1
1066,50416,113,1
1067,50417,113,2
1068,50417,107,2
1069,50417,117,1
1070,50417,103,1
1071,50418,114,1
1072,50418,107,1
1073,50418,120,2
1074,50418,110,1
1075,50419,108,1
1076,50420,108,4
1077,50421,110,1
1078,50422,118,1
1079,50422,105,2
1080,50422,101,1
1081,50423,102,1
1082,50423,101,1
1083,50423,109,2
1084,50424,108,4
1085,50424,117,4
1086,50424,104,3
1087,50424,116,3
1088,50425,102,1
1089,50426,112,1
1090,50426,110,1
1091,50426,117,1
1092,50427,118,4
1093,50428,117,4
1094,50428,120,3
